Feature_ID,Feature_Name,Site_Category,Site_Subcategory,Feature_Status,Component,Priority,Source_File,Child_Story_Count,Child_Story_IDs,Stories_Tested_Count,Stories_Verified_Count,Story_Coverage_%,Verified_Pass_Count,QE_Verified,Direct_Feature_In_Release,Matched_Releases,Release_Count,Last_Release_Date,Test_Evidence,Traceability_Status,Coverage_Gap
CHP-2117,Project Enhancement - Process same IPN in the bom file,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,16,CHP-1230|CHP-1532|CHP-1964|CHP-2010|CHP-2030|CHP-2073|CHP-2298|CHP-2437|CHP-2833|CHP-3112|CHP-3524|CHP-3556|CHP-418|CHP-437|CHP-444|CHP-679,6,4,37.5,0,YES,NO,05-May-26-20260522113027.csv|10-Sep25-20260522143133.csv|25-Nov25-20260522143436.csv|28-April26-20260522113006.csv|29-April26-20260522113014.csv,5,2026-05-05,"[CHP-2073] Enable Search for Invoice ) // Enable Search for Invoice ) // [CHP-2833] )
//app.clickup.com/t/8651091/CHP-2842
)
//app.clickup.com/t/8651091/CHP-2844
)
//app.clickup.com/t/ // [CHP-3524] enhancements(sr-allocation) ) // [CHP-3556] Add Part Share Functionality",FULLY_TRACED,None
CHP-2505,Implement Multi-RFQ project,API,,ready for eng review,,HIGH,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-1124|CHP-1893|CHP-2003|CHP-2562|CHP-2740|CHP-3694|CHP-3878|CHP-487,4,3,50.0,0,YES,NO,05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|24-Jan26-20260522112618.csv|31 Oct25-hotfix-20260522143342.csv,4,2026-05-05,"[CHP-1893] General Project/BOM Health // Stage Edit Project
yes
yes // [CHP-2562] Enable Search for Invoice ) // Enable Search for Invoice ) // [CHP-3694] General Add missing RFQ List columns across CRM // [CHP-3878] Alternatives Drop down - This section is not yet implemented.
//app.clickup.com/t/8651091/CHP-3878",FULLY_TRACED,None
CHP-1562,User Management in Admin Console,UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-179|CHP-1959|CHP-2644|CHP-2863|CHP-2906|CHP-3123,2,2,33.3,0,YES,NO,05-Dec24-20260522141700.csv|05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv,4,2026-05-05,"[CHP-1959] Search Integration . // General Redis Client Integration // [CHP-2863] "" Pulling contact information from accounts if available :",FULLY_TRACED,None
CHP-2293,Implement Max View,UI,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,5,CHP-2297|CHP-3493|CHP-361|CHP-422|CHP-96,2,2,40.0,0,YES,NO,02-April26-20260522112829.csv|05-May-26-20260522113027.csv|07-Apr25-20260522142924.csv|14-Apr26-20260522112905.csv,4,2026-05-05,[CHP-3493] PO Sync Account number // ## UI ITEMS Reassign account modal // [CHP-96] Search Integration . // General Redis Client Integration,FULLY_TRACED,None
CHP-2383,QE:: [MC1]: Automate Hot Key Search Flows,General,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,10,CHP-1153|CHP-1491|CHP-1492|CHP-1494|CHP-1495|CHP-1497|CHP-1499|CHP-1500|CHP-2235|CHP-2338,2,2,20.0,0,YES,NO,05-May-26-20260522113027.csv|08-July25-hotfix-20260522143008.csv|14-July25-hotfix-20260522143014.csv,3,2026-05-05,[CHP-1492] Enable Search for Invoice ) // Enable Search for Invoice ) // [CHP-2235] ## CRM SANITY TESTS Global Search // ## CRM SANITY TESTS Page Search,FULLY_TRACED,None
CHP-3058,Offers - Approval/Rejection workflow,UI,,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1018|CHP-2576,1,1,50.0,0,YES,NO,05-May-26-20260522113027.csv,1,2026-05-05,[CHP-1018] Search Integration .,FULLY_TRACED,None
CHP-587,Temporary UI stories container ticket,UI,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,5,CHP-177|CHP-185|CHP-2100|CHP-247|CHP-310,1,1,20.0,0,YES,NO,05-May-26-20260522113027.csv,1,2026-05-05,[CHP-247] Enable Search for Invoice ) // Enable Search for Invoice ),FULLY_TRACED,None
CHP-2211,QE:: [CRM] Automate Accounts  Listview- Blacklisted,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,6,CHP-1482|CHP-1979|CHP-2326|CHP-2598|CHP-3153|CHP-324,4,4,66.7,9,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-April26-20260522113019.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,11,2026-04-30,"[qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Confirmed the accuracy of list view details // [qe-verified] Confirmed the accuracy of list view details",FULLY_TRACED,None
CHP-2266,QE Feature: Fund Code Changes,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,12,CHP-1075|CHP-1076|CHP-1080|CHP-176|CHP-2193|CHP-2690|CHP-3212|CHP-3216|CHP-3569|CHP-440|CHP-857|CHP-939,8,7,66.7,1,YES,NO,03-April26-02-20260522112839.csv|03-April26-02-20260522112843.csv|07-Apr25-20260522142924.csv|10 Oct25-20260522143236.csv|14-Apr26-20260522112905.csv|29-April26-20260522113014.csv|30-April26-20260522113019.csv|30-Jan26-20260522112627.csv|5 Nov25-20260522143348.csv,9,2026-04-30,[qe-verified] Recalculates when Unit Price or Quantity changes // [CHP-1075] Status filter Sr Allocation details Island changes // QE note Recalculates when Unit Price or Quanti // [CHP-2193] scope → field is read-only // [CHP-2690] Update Removed notes from OrderBillingIsland // Update Removed notes from OrderBillingIsland,FULLY_TRACED,None
CHP-2099,Company Profile API,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1698|CHP-2130|CHP-2170|CHP-2581|CHP-2986|CHP-3558|CHP-912,5,4,71.4,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-Dec24-20260522141654.csv|06-Aug25-hotfix-20260522143036.csv|08-Jan25-20260522141744.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|22-Nov24-20260522141636.csv|23-Dec25-hotfix-20260522143523.csv|25-July25(data migration)-20260522143020.csv|28-Nov25-20260522143443.csv|29-April26-20260522113014.csv|31 Oct25-hotfix-20260522143342.csv|31-March2026-20260522112817.csv|6 Nov25-hotfix-20260522143355.csv|8-Dec25 Release-20260522143509.csv,17,2026-04-29,[CHP-2130] enhancements(sr-allocation) ) // [CHP-2170] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Production // [CHP-2581] Private ( https ) // Private ( https ## TESTING NOTES // [CHP-2986] Status filter here // 31st Mar Items Not carried forward from RFQ,FULLY_TRACED,None
CHP-3655,Sales/Purchasing workflow changes - Offers on Sourcing request,Purchasing,Sourcing Requests,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-3545|CHP-3760,2,1,100.0,18,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-April26-20260522113014.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,10,2026-04-29,[qe-verified] Create Sourcing Request from RFQ // [qe-verified] Add Offers to Sourcing Request // [qe-verified] Create Sourcing Request from RFQ // [qe-verified] Add Offers to Sourcing Request,FULLY_TRACED,None
CHP-1712,Edit Profile,Parts,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1007|CHP-125|CHP-181|CHP-2007|CHP-2669,2,2,40.0,0,YES,NO,08-July25-hotfix-20260522143008.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|29-April26-20260522113014.csv,4,2026-04-29,[CHP-1007] ## UI ITEMS Add contact modal // [CHP-2007] ## CRM SANITY TESTS Filters // ## CRM SANITY TESTS Filters,FULLY_TRACED,None
CHP-1470,Transaction service - Tech debt/minor fixes,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-3075|CHP-3610|CHP-918,2,2,66.7,0,YES,NO,02-April26-20260522112829.csv|29-April26-20260522113014.csv,2,2026-04-29,[CHP-3610] Refactor ECCN fields ) // Refactor ECCN fields ) // [CHP-918] (feedback Done,FULLY_TRACED,None
CHP-2421,QE:: [MC1]: Automate Part Tracker Flows,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-1141|CHP-1147|CHP-1681|CHP-1691|CHP-2139|CHP-2386|CHP-3272|CHP-959,4,4,50.0,0,YES,NO,07-Apr25-20260522142924.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|22-Aug25-20260522143052.csv|22-Nov24-20260522141636.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,11,2026-04-28,"[name-match] Parts Tracker
yes // [CHP-1681] Stage Parts Tracker - PCN
yes
yes // Stage Parts Tracker - Stock
yes
yes // [CHP-2139] Stage Parts Tracker - PCN
yes
yes // Stage Parts Tracker - Stock
yes
yes // [CHP-3272] Update Added a search box to the filter bar",FULLY_TRACED,None
CHP-3337,Independent offers - List view ,Parts,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1968|CHP-2342|CHP-3296|CHP-3550|CHP-678|CHP-735,1,1,16.7,0,YES,YES,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|28-Nov25-20260522143443.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,11,2026-04-28,[direct] Market offers - List view // [direct] Offers List - List view // [name-match] Market offers - List view // [name-match] Offers List - List view,FULLY_TRACED,None
CHP-3509,Purchase Order management,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,8,CHP-1121|CHP-133|CHP-240|CHP-2897|CHP-3167|CHP-3665|CHP-3674|CHP-397,6,3,75.0,1,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|20-Feb26-20260522112658.csv|22-Nov24-20260522141636.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv|8-Dec25 Release-20260522143509.csv,9,2026-04-28,"[name-match] See PR for images. // [name-match] Sourcing Offer Enhancements // [CHP-1121] Handling case phone in CRM Invite if country code is missing. [More Info ::: Profile - Allow invited // [CHP-2897] //app.clickup.com/t/8651091/CHP-3386
)
//app.clickup.com/t/8651091/CHP-2897
) - Existing issues
//ap",FULLY_TRACED,None
CHP-2917,Sourcing Request - Lifecycle,Purchasing,Purchase Orders,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-111|CHP-2432|CHP-3183|CHP-3547|CHP-3904|CHP-565,4,2,66.7,2,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|24-Jan26-20260522112618.csv|25-Nov25-20260522143436.csv|27-Jan26-20260522112613.csv|28-April26-20260522113006.csv,6,2026-04-28,[name-match] Sourcing Request enhancement // [name-match] Sourcing Request enhancement // [name-match] Sourcing Request List View Updates // [name-match] Add SourcingRequest and Assignee columns in RFQ table,FULLY_TRACED,None
CHP-2893,RFQ (multi/single) - Update status modal,Sales,RFQs,ready for eng review,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,7,CHP-1194|CHP-2192|CHP-270|CHP-2859|CHP-3010|CHP-3016|CHP-3324,3,2,42.9,0,YES,NO,02-April26-20260522112829.csv|17-Dec24-20260522141717.csv|28-April26-20260522113006.csv,3,2026-04-28,"[CHP-1194] //app.clickup.com/t/8651091/CHP-1198
)
//app.clickup.com/t/8651091/CHP-1203
)
//app.clickup.com/t/86 // [CHP-2192] feat(task) ) // feat(task) ) // [CHP-2859] Request Offer add user cc list field",FULLY_TRACED,None
CHP-3051,Offers - Record Offers from Suppliers (Manual entry),UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-1920|CHP-1985|CHP-396,0,0,0.0,1,YES,NO,28-April26-20260522113006.csv,1,2026-04-28,[qe-verified] Offer CC email,FULLY_TRACED,None
CHP-3057,Offers - Approval through Request for Purchasing,UI,,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1065|CHP-1269|CHP-2276|CHP-283|CHP-3740,1,1,20.0,0,YES,NO,28-April26-20260522113006.csv,1,2026-04-28,[CHP-283] PO Creation from Offer ),FULLY_TRACED,None
CHP-1779,QE:: [CRM]: General items,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-1766|CHP-1937|CHP-2058,3,3,100.0,5,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-April26-hotfix2-20260522112943.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|31-Dec24-20260522141739.csv|6 Nov25-hotfix-20260522143355.csv,10,2026-04-22,[qe-verified] too // [qe-verified] Uma // [qe-verified] Uma // [qe-verified] Uma,FULLY_TRACED,None
CHP-2464,"New CRM ID generation and xCRM ID sync for Account, and Contact",API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,17,CHP-182|CHP-1822|CHP-2049|CHP-2301|CHP-2490|CHP-2620|CHP-2635|CHP-2663|CHP-2684|CHP-2700|CHP-2905|CHP-2923|CHP-3150|CHP-3654|CHP-3680|CHP-3774|CHP-3817,14,12,82.4,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|12-Dec25-20260522143516.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|2-Feb26-20260522112632.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-Aug25-hotfix-20260522143058.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|31-March2026-20260522112817.csv|QE Release Notes 2026-20260522112607.csv,23,2026-04-21,"[CHP-182] Automation report Bugs in build
## MC1 SANITY TESTS // Missed in production /Buyer
.
.
## MC1 SANITY // [CHP-1822] Accounts and Contacts Account Country code fix // [CHP-2049] ## UI ITEMS Account address modal // Accounts and Contacts Open Accounts tab for Accounts // [CHP-2490] General Added index for Ultimate Parent for Accounts
## MC1 SANITY TESTS // General Security builder",FULLY_TRACED,None
CHP-2976,QE:[MC1] Account API- Users Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-1093|CHP-1161|CHP-1902,2,2,66.7,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-April26-20260522112829.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|28-Feb25-20260522141841.csv|28-Nov25-20260522143443.csv,11,2026-04-21,"[name-match] Account summary - Layout for smaller size // [name-match] Account Enhancements // [name-match] Lead Account & Transfer
yes
issue // [name-match] Account Supplier Cards",FULLY_TRACED,None
CHP-1285,Business Type Selection for New Account Creation - UI,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,18,CHP-1078|CHP-1154|CHP-219|CHP-2303|CHP-2358|CHP-2507|CHP-2549|CHP-260|CHP-261|CHP-2622|CHP-288|CHP-3200|CHP-3903|CHP-3939|CHP-405|CHP-407|CHP-408|CHP-719,8,5,44.4,0,YES,NO,07-April26-20260522112847.csv|10-Sep25-20260522143133.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-Feb25-20260522141841.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv,9,2026-04-21,"[CHP-2303] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl // [CHP-2507] General Refresh price on Market Activity // QE note Validation allows 0 and blocks negatives // [CHP-2549] RFQ Refresh POs list on PO creation // QE note Recalculation works correctly on edit // [CHP-288] Regression will be sufficient
//app.clickup.com/t/8651091/CHP-2827
) -system components
//app.clicku",FULLY_TRACED,None
CHP-474,QE:: Execute the testcases for Personal Information (Profile),General,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,15,CHP-1921|CHP-2155|CHP-2156|CHP-2157|CHP-2311|CHP-2459|CHP-251|CHP-2578|CHP-3379|CHP-380|CHP-502|CHP-802|CHP-803|CHP-810|CHP-988,4,3,26.7,0,YES,NO,01-April26-20260522112825.csv|01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|21-April26-20260522112930.csv,7,2026-04-21,"[CHP-2459] //app.clickup.com/t/8651091/CHP-2438
)
//app.clickup.com/t/8651091/CHP-2453
)
//app.clickup.com/t/86 // [CHP-251] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-2578] General Enable skip validation on create SO or add line, from quote or direct fr // [CHP-380] Stock Enforce permissions for stock details tabs",FULLY_TRACED,None
CHP-2975,QE:[MC1] Account API- Region Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-2027|CHP-2436|CHP-3462|CHP-966,2,1,50.0,0,YES,NO,02-April26-20260522112829.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|21-April26-20260522112930.csv|22-Aug25-20260522143052.csv|25-Nov25-20260522143436.csv,6,2026-04-21,[name-match] Search - Fix Account item second line // [name-match] Account summary - Redo layout // [name-match] Account Enhancements // [name-match] Account List Reorder Columns,FULLY_TRACED,None
CHP-3415,Purchase order - Update Arrival quantity on PO line ,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-2182|CHP-2895|CHP-3335|CHP-3463|CHP-3748|CHP-977,4,2,66.7,0,YES,NO,10-Sep25-20260522143133.csv|12th Nov Release-20260522143409.csv|21-April26-20260522112930.csv|5 Nov25-20260522143348.csv,4,2026-04-21,"[CHP-2895] CHP-2895 // )
//app.clickup.com/t/8651091/CHP-2834
)
//app.clickup.com/t/8651091/CHP-2868
)
//app.cl // [CHP-3335] Few Dashboard fixes Part Health - Account information populating // [CHP-3463] CHP-3463 // [CHP-3748] Accounts and Contacts Open Accounts tab for Accounts // Accounts and Contacts Fix Account External I",FULLY_TRACED,None
CHP-2384,QE:: [MC1]: Automate Parts Flows,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,25,CHP-1144|CHP-1488|CHP-1489|CHP-1542|CHP-1543|CHP-1565|CHP-1566|CHP-1569|CHP-1570|CHP-1615|CHP-2113|CHP-2232|CHP-2380|CHP-2385|CHP-2389|CHP-2390|CHP-2391|CHP-2398|CHP-2400|CHP-2401|CHP-2411|CHP-2416|CHP-2422|CHP-504|CHP-685,2,2,8.0,0,YES,NO,08-July25-hotfix-20260522143008.csv|14-July25-hotfix-20260522143014.csv|21-April26-20260522112930.csv,3,2026-04-21,[CHP-2232] ## CRM SANITY TESTS Page Search // ## CRM SANITY TESTS Page Search // [CHP-2400] Stock Account contact list presenting phone details,FULLY_TRACED,None
CHP-2957,QE:[MC1] Transaction API- Dashboard Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-2512|CHP-2513|CHP-2550,2,2,66.7,0,YES,NO,08-July25-hotfix-20260522143008.csv|14-Apr26-20260522112905.csv|14-July25-hotfix-20260522143014.csv|28-Feb25-20260522141841.csv|30-Jan26-20260522112627.csv,5,2026-04-14,"[CHP-2512] QE note Validation allows 0 and blocks negatives // [CHP-2513] ## CRM SANITY TESTS Deep links for Accounts, RFQs, Quotes and Orders // ## UI ITEMS Reassign account",FULLY_TRACED,None
CHP-2961,QE:[MC1] Transaction API- Partprice Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-2884|CHP-684,1,1,50.0,0,YES,NO,14-Apr26-20260522112905.csv,1,2026-04-14,[CHP-684] ## UI ITEMS Add a contact → contact appears in the contacts list,FULLY_TRACED,None
CHP-2114,Tasks - Customisable micro cards ,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1050|CHP-3013|CHP-3733|CHP-374|CHP-666,1,1,20.0,0,YES,NO,14-Apr26-20260522112905.csv,1,2026-04-14,[CHP-1050] ## UI ITEMS Add contact modal,FULLY_TRACED,None
CHP-3539,Purchasing flow - Notifications,Notification,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1177|CHP-1178|CHP-1179|CHP-1381|CHP-1512|CHP-1536|CHP-1807|CHP-217|CHP-3775,6,6,66.7,13,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|28-Feb25-20260522141841.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|QE Release Notes 2026-20260522112607.csv,13,2026-04-07,"[qe-verified] Production // [qe-verified] Production // [qe-verified] Notification Emails
yes
yes // [qe-verified] Production",FULLY_TRACED,None
CHP-3394,Purchase order - Mandatory Warehouse Selection,Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1444|CHP-2063|CHP-315|CHP-342|CHP-343|CHP-3627|CHP-378|CHP-434|CHP-729,3,2,33.3,10,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|07-Apr25-20260522142924.csv|07-April26-20260522112847.csv|12-Dec25-20260522143516.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-04-07,[qe-verified] Production // [qe-verified] Production // [qe-verified] Production // [qe-verified] Production,FULLY_TRACED,None
CHP-2322,QE:: [CRM] Automate Project Flows,General,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,17,CHP-1758|CHP-1939|CHP-2234|CHP-2239|CHP-2320|CHP-2321|CHP-2323|CHP-2324|CHP-2329|CHP-2330|CHP-2331|CHP-2332|CHP-2333|CHP-2334|CHP-2335|CHP-454|CHP-489,9,9,52.9,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|02-April26-20260522112829.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|5 Nov25-20260522143348.csv,9,2026-04-02,"[name-match] Update Project List columns ( // [CHP-1758] ## CRM SANITY TESTS Page Navigations // ## CRM SANITY TESTS Page Navigations // [CHP-1939] ## CRM SANITY TESTS Production // ## CRM SANITY TESTS Production // [CHP-2234] ## CRM SANITY TESTS Edit Project
yes
yes // ## CRM SANITY TESTS Edit Project
yes
yes",FULLY_TRACED,None
CHP-3819,Shipments Workflow for Sales Orders,Parts,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1699|CHP-189|CHP-2031|CHP-2674|CHP-2842|CHP-3796|CHP-713,3,2,42.9,1,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|08-July25-hotfix-20260522143008.csv|10-Sep25-20260522143133.csv|14-July25-hotfix-20260522143014.csv|28-Nov25-20260522143443.csv|31-March2026-20260522112817.csv,7,2026-03-31,"[name-match] Export PDF on CRM for quotes, invoices , sales Orders // [name-match] Export PDF on CRM for quotes, invoices , sales Orders // [name-match] Implement new reorder columns for all tables // [CHP-2031] ## CRM SANITY TESTS Deep links for Accounts, RFQs, Quotes and Orders // ## CRM SANITY TESTS Deep lin",FULLY_TRACED,None
