Area,Title,Description,Priority,Status,Assigned To,Change,Type,Target Date,QE comments,Created by,Created on
Offers,"Labels ","Add ""Blank Labels"" to the label preferences options on Offer edit & Record offer — currently only showing  Black, Partial and Missing, not Blank",P0,On Production,"Arvind Dhakar,Aditya Jain","UI,BE",Purchasing,,,Phani Yedidi,"Apr 9, 2026"
Offers,Offer type,Open market offers with RFQ connection appearing in SR-specific offers tab - add default filter to show sourcing offers only,P0,On Production,Arvind Dhakar,UI,Purchasing,,"28/03: ‘Sourcing Offer’ is missing from https://crm.stage.chip1.info/purchasing/offers/market → Filters → Offer Type



Arvind: It is expected cc Phani Yedidi ",Phani Yedidi,"Mar 28, 2026"
Offers,Offer field data pattern on request/record/edit,In the record offer form/request form/edit.. Have the sections expand and collapse (especially the optional part information),P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Mar 28, 2026"
Offers,Offers Timeline,Offers list and offer need timeline to be enabled. UI change the activity to call it timeline,P0,Done,Arvind Dhakar,,Purchasing,"Mar 26, 2026",,Sai Nagboth,"Mar 23, 2026"
Offers,OFfer line actions on SR,"Remove delete offer from offer line actions on SR ",P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
Offers,Request an offer,"Request offer to have quantity captured from the SR by default and user can edit it if they want to ",P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
Offers,Request an offer,"Request an offer, user needs to preview the email content (body). Send to be replaced with Next and upon clicking next should show the email content that user can edit and change  (Aravind to complete till here)

Pending : what happens to part data when it is changed on the body, should we write back ? ",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
Offers,Offers - Additional Lookup values,Add missing lead time lookup values — 'No Stock' and 'Factory Lead Time' — ensure lookup IDs match XCRM so offers sync correctly,P0,Done,Aditya Jain,BE,Purchasing,"Mar 25, 2026",Verified in stage,Phani Yedidi,"Mar 25, 2026"
Offers,Offers - Field placement parity and edit offer adjustments,"Need to have parity on placement of fields of part information and optional information in accordance with SR. Also on edit offer, the labels fields to be one selection dropdown like we do it on Request for offer and record offer",P0,Done,Krupa Panchal,UI,Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 25, 2026"
Offers,Record offer,"Remove target price from record offer screen ",P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 25, 2026"
Offers,Aggressive Offer,FAB action to allow setting of aggressive offer. This should just be allowing adding of a note (on time line) and then adding a tag called aggressiveOffer on the offer.,P1,Done,Krupa Panchal,UI,Purchasing,,20/03: A tag “#AggressiveOffer” is added but note is not created as ‘Notes’ section is coming soon. Keeping it ready for dev until Notes is ready.,Phani Yedidi,"Mar 26, 2026"
Offers,Offer sync with xcrm,"Sourcing offers are not getting synced to xCRM as the user is mapped to multiple users in entity id mapping table. In this case, consider the first user and proceed forward with the sync.",P0,On Production,Aditya Jain,Sync,Purchasing,"Apr 17, 2026",,Sai Nagboth,"Apr 16, 2026"
Offers,,"Add a search/link option on the offer form to connect it to a sourcing request ",P1,Done,Sai Nagboth,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Offers,Issues reported - 04/20,"1. On record offer, currency change is getting overridden; (user reported- if I switch from euros to dollars, it doesn't save, and I have to change it again.)
2. The user when adding an offer to that from different region they are seeing duplicates getting created. Here is the ref. The user did it with me on screen sharing. Super urgent issue.
3. Need to add option to “Add Part” in MPN. The user is trying to create a part with different manufacturer. 
4. In Market Offer, Increase the size of MPN field to match other screen as SO/RFQ/PO. 
5. In Record an offer also show Manufacturer in first line and move the lead time and expires field to 3rd line.
6. In Open market offers and sourcing request offers → add buyer fillter. User of type Buyer
7. We are not letting someone mark SR as “Sourcing complete” if not offers. This should not be hard requirement as we might have a case where there are no offers.
8. On offer, change the label of fields “Warranty Accepted by Sales” , “Part Condition Accepted by Sales” to “Warranty” and “Part Condition”. As this is more for supplier to say what they offer vs. what Sales needs.

 ",P0,Done,"Aditya Jain,Arvind Dhakar","BE,UI",Purchasing,"Apr 21, 2026",,Sai Nagboth,"Apr 20, 2026"
PO Details,Approved Date,Approved On date is not auto-populated in the PO Line approval form.,P0,Done,Krupa Panchal,UI,Warehouse,,,Umamahesh Mutyala,"Mar 2, 2026"
Website Public API,Public Part Details API,"Include Datasheet document url, total available Franchise Stocks and Open Market Stocks sent in part details response",P1,Done,Andrey Kuznetcov,BE,Sales,,,Sandeep Thatikonda,"Mar 3, 2026"
Website Public API,Public RFQ,Allow public user to signin/signup based on email and then create RFQ. On signin to MyChip1 redirect to Quotes screen,P1,Done,Nikita Ivanchenko,BE,,,,Sandeep Thatikonda,"Mar 9, 2026"
Website Public API,Public BOM Upload,Allow public user to signin/signup based on email and then upload BOM. On signin to MyChip1 redirect to Project create screen and allow user to updating mappings,P1,Done,Nikita Ivanchenko,BE,,,,Sandeep Thatikonda,"Mar 9, 2026"
Website Public API,PCN document link,Allow PCN document re-direction from Website and Signin/Signup,P1,Done,Alexey Duduk,UI,,,,Sandeep Thatikonda,"Mar 9, 2026"
Data - General,Migrate com log,Migrate historical com log,P0,On Production,Nagababu Guddati,,Data,"Mar 11, 2026",,Sai Nagboth,"Mar 5, 2026"
Data - General,Email log migration,Job to take the email call log and add to activity,P1,On Production,"Srinivas Sanka,Nagababu Guddati",,Data,"Mar 17, 2026",,Sai Nagboth,"Mar 5, 2026"
Tasks,Task Improvements,"1. Allow updating of status via FAB. Just give all status updates as seprate fab actions
2. Switch the column of Priority|Action to Action|Priority
3. Order of columns
  1. Action | Priority
  2. Task Description
  3. Context | ID
  4. Status | Last updated
  5. Assigned to | Date Assigned
  6. Created By | Date Created
4. Chnage the default sort to 
5. Do not include completed items in “All Tasks”
6. Add assigned to me toggle similar to that in SR.
7. Ensure these changes are done across primary task view and embeded task views
8. For linked entity in info pane, make the id clickable to go the entity.
9. In task info pane, add an link at the top right for edit. 
10. In the list view, make the entity ID clickable
11. Due date, reminder and start date.. all 3 lines put them in “Additional Info” and hide it by default. Will make it clean and context can be seen.",P1,Done,Shivananda Sai,UI,Sales,,Verified,Sai Nagboth,"Mar 8, 2026"
"Receiving line - Add Receiving ",Additional info,"Need to capture shipping info - Shipping info (invoice number, number of boxes, receiving notes, condition) etc
Width and Height fields need to be added to the receiving line",P0,On Production,Sai Nagboth,,Warehouse,,,Phani Yedidi,"Mar 10, 2026"
"Receiving line - Add Receiving ",Add receiving - Banner,A summary banner at the top of the add receiving should show key line info,P0,Done,Krupa Panchal,,Warehouse,,,Phani Yedidi,"Mar 10, 2026"
"Purchase Order ",Buyers KPI,Incorporate Buyers KPIs (for time being the plan is to introduce all the fields they have on Apex too. Eventually we will have to get to logic as well),P1,Done,Krupa Panchal,"BE,UI",Purchasing,,,Sai Nagboth,"Mar 10, 2026"
"Purchase Order ",Lock PO,Ability to lock a PO similar to SO.,P1,Done,"Sheikh Habib,Arvind Dhakar","BE,UI",Purchasing,,,Sai Nagboth,"Mar 10, 2026"
"Purchase Order ",Approval Actions Date & By should not be editable.,Approval and Approval by should not be editable for all approval action. Do this for Sales and Purchasing,P1,Done,Arvind Dhakar,UI,"Purchasing,Sales",,,Sai Nagboth,"Mar 10, 2026"
"Purchase Order ",Objections on PO,Introduce objections on PO similar to that of SO,P1,Done,"Tejaswini Allagadda,Krupa Panchal","BE,UI",Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ",PO doc,"PO  doc to be created upon creation of PO. The main status should be “Created” and the sub status should be “Approved”. 

Here is the sample PDF - Link",P0,Done,"Sheikh Habib,Krupa Panchal","BE,UI",Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ",Create PO,Create PO > Supplier account field should be followed by Location but not supplier ID,P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ",SR details,"Have SR’s tab in the PO lines ",P1,On Production,Phani Yedidi,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ",Create PO,"Create PO > Form > rename invoice details name > have only costs and prices in a logical sequence ",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ","PO status ",trigger the PO doc and also Email - to have email integration (Connected to the Send email - user action),P1,On Production,Sheikh Habib,"BE,UI",Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ","PO list view ","The ""Last Updated"" filter on the PO list view returns no useful results. Root cause suspected: last_updated_on is only being updated at the PO header level, not at the PO Line level, so filter cannot match correctly.",P0,Done,"Krupa Panchal,Sheikh Habib","BE,UI",Purchasing,,,Phani Yedidi,"Mar 12, 2026"
"Purchase Order ",PO details,Clicking the PO number in the info pane does not navigate to the PO detail. The link is not working.,P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",PO list and details,"Created Date is only available at the PO header level, not at the PO Line level. ",P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",PO list,"When a substate is present on only some PO lines, the status column becomes very wide. The status date should be pulled into a separate column, as previously discussed.",P1,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",PO creation and details,"Payment terms & tax rate to be derived from account as default selection and then users should be able to update ",P1,Done,"Krupa Panchal,Sheikh Habib","UI,BE",Purchasing,,Verified in stage,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",Micro-dashboard backend changes,"1.   All - POs that are not closed
2. Confirmed - POs that are confirmed from Suppliers
3. Received - POs that are in Received Status
4. In QC - POs in QC started
5. Inspected - POs in Tested/Inspected status
6. Failed POs in Tested/Inspected status and sub status of failed
7. Cancelled - POs that are cancelled",P0,Done,Andrey Kuznetcov,BE,Purchasing,"Mar 26, 2026",20/03: Received micro-dashbaord is midding.,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ",Add following filters,"1. Users + roles
2. Region
3. expectedDeliveryDate
4. Priority
5. Payment Status
6. Sub Status - Reason Code
7. LeadTimeStatus",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ",PO details,"Need a ""Send Email"" action on the PO (similar to ""Send Quote"") that allows the user to send the PO PDF to the supplier. Flow: user triggers action → reviews email → sends.",P0,Done,Krupa Panchal,"BE,UI",Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",PO create,Make QC level a mandatory field on PO creation at a PO line level,P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",PO list,"Bulk updation of QC inspector on PO line

If on bulk update a new QC inspector added to the existing list, always pass the latest addition to receiving line from that list. 

Implement the way we did it for SR.",P0,Done,"Krupa Panchal,Sheikh Habib","UI,BE",Purchasing,,,Phani Yedidi,"Mar 20, 2026"
"Purchase Order ",Date placed - PO line,"Add ""Date Placed"" to PO Lines list view (temp fix given) ",P1,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Mar 23, 2026"
"Purchase Order ",PO sync,Validate payment terms mapping for supplier fields — confirm correctly mapped and syncing,P0,On Production,Nikhil Kumar Singh,,Purchasing,,,Deepti Vaidyula,"Mar 28, 2026"
"Purchase Order ",PO sync,Validate account number mapping for supplier fields — confirm correctly mapped and syncing,P0,On Production,Nikhil Kumar Singh,,Purchasing,,not working,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",PO sync,Add PO outbound mapping: supplier account number (supplier_info.account_number → purchase_account),P0,Done,Nikhil Kumar Singh,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",PO sync,Add PO outbound mapping: line_posted attribute (PO line posted/locked flag),P0,Done,Nikhil Kumar Singh,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ","Allocation ","If PO is created directly from SR without associating an offer, SO is not connected in allocation",P0,Done,Phani Yedidi,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ","PO creation via SR ","SR → FAB actions → ""Connect to Existing PO"" flow",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",Fields,"Add ECN US, ECN Local, HT USA, and ROHAS (free-form text) fields to Create PO and Edit PO — pre-populate from part details when part is selected.",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",Fields / sync,"Introduce Tax on PO — two attributes needed on BE: taxValue and actualTaxRate. actualTaxRate same as current tax. Add ""Custom"" option in tax dropdown — when selected, populate actualTaxRate. Tax always calculated based on actualTaxRate.",P0,On Production,Nikhil Kumar Singh,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",Part details tab,"On PO line details, add tab for part details showing global part details — similar to SO and other entities",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",Notes,Show internal and external notes on Create PO modal,P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,"On Create PO, default country of origin to the country of the default address of the supplier",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",alignment,"On PO line, match supplier, contacts, buyer section to that of PO header — especially notes section causing confusion. Any section on PO line that is also on PO header should match",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",field changes,"Record payment modal — rename to ""Payment"" vs ""Pre-payment"". Align with payment info on PO.",P1,On Production,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ","Inbound shipments ","Inbound shipments UI ",P0,On Production,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ","Field changes ",Make date code optional in the receiving flow. Ensure user can continue without entering it. Keep available for later completion.,P0,On Production,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ",,"Cancellation of PO line 

Task description is here",P0,Done,"Krupa Panchal,Sheikh Habib",,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ",renaming fields,"Rename ""Supplier Package"" to ""Part Package"" everywhere",P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,Many PO screens and update status screens showing data in EU date format — make it region specific (P0),P0,Done,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,"Expand Send Email to a wider modal similar to Share — include: (1) Subject line, (2) CC line with ability to add multiple emails and region-specific default CC emails (e.g. US purchasing team always in CC), (3) Option to attach PDF",P1,On Production,"Aditya Jain,Arvind Dhakar",,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ","PO - Payments ",Should be able to record multiple payments on PO (BE already supports it),P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 15, 2026"
"Purchase Order ",General across purchasing entitties,"CReate part manually option across all entities ",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 15, 2026"
"Purchase Order ",PO costs,"Switch Freight+misc+bank charges to PO level in PO create modal, introduce bank charges as new field
remove freight+misc charges from PO line details
remove freight+misc charges in attach PO modal
introduce tax amount field in PO detail cost summary section",P0,On Production,"Phani Yedidi,Arvind Dhakar",,Purchasing,,,Phani Yedidi,"Apr 15, 2026"
"Purchase Order ",Create PO,Populate sender country based on supplier country.,P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",PO Details,Add supplier country into the supplier information section if it is not currently shown,P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",PO PDF,Ensure sender country and related values appear correctly in the PO PDF as well.,P0,On Production,251747,,Purchasing,,Some values are not appearing for eg: image.png,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",Create PO,Prepopulate package from part package from the part details,P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",PO line details,Add sourcing request and offer references into PO line details so the connection is clear.,P0,Done,Arvind Dhakar,,Purchasing,,Its added inside Linedetails of PO to show SR & offer as fields,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",PO ID linking,The PO detail area appears to show IDs awkwardly and includes a dead link pattern.,P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 7, 2026"
"Purchase Order ",,"Implement the ""include PDF attachment"" optional checkbox on the PO Send Email screen (requires backend coordination)",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,Look at PO PDF format issues — missing fields and formatting,P0,Done,Aditya Jain,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,Bug : Fix partial flag not propagating to PO line level,P0,On Production,"Sheikh Habib,Sandeep Thatikonda,Umamahesh Mutyala",,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
"Purchase Order ",,"Purchase Order

* Similar to above, RoHS, HTSUSA, Black Labels, Partial reels and Tubes and Dual Use are missing even though information exists in RFQ/Order. 
* Similar to what we have in orders, can we also display the ID Type and ID value here. We can standardise. ",P0,On Production,Arvind Dhakar,UI,Purchasing,"Mar 27, 2026",,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ",PO ID clickability,Link the main PO ID — currently the PO ID on the PO detail page is a dead link; make it a clickable link,P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ",Part details,Add Part Details section to the PO,P0,Done,Arvind Dhakar,,Purchasing,,its po line,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ",Linking SR and offers," In PO Line details, add the Offer field and Sourcing Request field ",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
"Purchase Order ",Tracking number,Tracking number is being entered but is not surfacing anywhere in the UI; needs to be displayed on the PO line.,P0,On Production,Krupa Panchal,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ","Cost > Currency ",We need to introduce currency specific fields in the costs section of PO line,P0,Done,Krupa Panchal,,Purchasing,,Verified in stage,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ",,"PO lines details should be editable by default and should control it via permissions for various roles ",P0,Done,,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
"Purchase Order ",PO document,"PDF File generated from apex doesn have the right info

production description like eccn missing,
expected delivery date is at PO level in pdf and is missing at pdf
last row of costs shows none at 0%- may be tax",P0,Done,Sheikh Habib,,Purchasing,,,Umamahesh Mutyala,"Apr 22, 2026"
"Purchase Order ",PO approval notification,need to send approval notification on PO to the buyer once it is approved by the purchasing manager,P0,On Production,"Nikhil Kumar Singh,Pranab Dutta",,Purchasing,,,Phani Yedidi,"Apr 23, 2026"
"Purchase Order ",,PO line - Ship via - Account number update not possible. Please check,P1,On Production,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Apr 23, 2026"
"Purchase Order ",,"Buyer information is not honoured from creation into PO line and PO ",P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Apr 23, 2026"
"Purchase Order ",Buyer Of PO,"The name of the buyer who created the PO is not getting saved / we need the name of the buyer in PO screen

Buyer is not copied to PO line- existing issue
some PO has no buyer - debug link",P0,Done,"Aditya Jain,Krupa Panchal","BE,UI",Purchasing,,,Umamahesh Mutyala,"Apr 22, 2026"
"Purchase Order ",Re-run PO migration,Re-run all PO migration to fix any gaps post validation,P0,Done,Nagababu Guddati,Data,Data,"Mar 11, 2026",,Sai Nagboth,"Mar 10, 2026"
"Purchase Order ",PO Sync validations,Validate PO sync items and fix. Issues identified are in CHP-5578,P0,On Production,Pranab Dutta,Sync,Purchasing,,,Sai Nagboth,"Mar 11, 2026"
"Purchase Order ",PO and PO line,"We should let the user edit and change the tracking number if they should. Currently updating is not possible ",P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",Attach PO - Add Allocation,We should restrict the stock allocation when the pending quantity is 0 on the SR,P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",Attach PO,"Change the backend logic to update qty as per the formular of  (in stock + on order) - (allocated + reserved). ",P0,On Production,Sheikh Habib,,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",Attach PO,"When UI is calling stock API with qty >0, just apply that filter, do not include on order



Need to clean up historical data.
",P0,On Production,Sheikh Habib,BE,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",PO and PO line,"Shipping Account number couldn't be updated on PO and PO line ",P0,On Production,Sheikh Habib,BE,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",Attach PO,Make sure we do not let user do an empty search with MPN field. Indicate in the field name that it is MPN Search.,P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",Attach PO,"Include a field for PO search or if the search supports both, then we can call it Stock Search.",P0,On Production,Arvind Dhakar,UI,Purchasing,,"Search supports both PO and MPN. Since “Stock Search” is ambiguous, It’s renamed to “Search by MPN or PO Number”",Phani Yedidi,"Apr 30, 2026"
"Purchase Order ",PO cancellation sync,"The xcrm should validate the PO sync API for support of the cancel operations - Zohaib

BE & Connect changes for PO cancellation sync",P0,On Production,"Sheikh Habib,Nikhil Kumar Singh",Sync,Purchasing,"Apr 22, 2026","Zohaib - xcrm changes are ready

[Pranab, 20/4] BE changes are done by Habib

[Pranab, 04/05] Connect change is also done. E2E testing is pending.

[Pranab, 19/05] E2E testing is completed.

",Pranab Dutta,"Apr 17, 2026"
"Purchase Order ",Inbound Shipment/GI sync,BE & Connect changes are needed to support Inbound Shipment (Receiving process) sync to the xcrm GI entity,P0,On Production,"Sheikh Habib,Aditya Jain",Sync,,"May 22, 2026","[Pranab, 20/4] BE changes are done by Habib",Pranab Dutta,"Apr 17, 2026"
"Purchase Order ",Connect PO to SR via sync when not done via SR,"When PO sync(live & migrated) happens, BE should be able to link to an existing SR.
The PO carries the SO details. The SR can be found out by SO and linked to the PO",P2,Done,Aditya Jain,Sync,Purchasing,,"The PR is available https://github.com/altirllc/chip1-transaction/pull/1166



But this feature is no longer needed.

CC: Sandeep Thatikonda , Abhinay Sharma ",Pranab Dutta,"Apr 19, 2026"
"Purchase Order ",POs Missing in xCRM,We created 4 POs US26PO00919 - US26PO-535038 / US26PO00918 - US26PO-535037 /US26PO00917 - US26PO-535036 /US26PO00916 - US26PO-535035 from apex and got them created at same time in CRM but after 10 mins all POs in CRM disappear/ not visible to anyone,P0,Done,Aditya Jain,Sync,Purchasing,"Apr 22, 2026",,Sai Nagboth,"Apr 21, 2026"
"Purchase Order ",PO payment sync,Outbound PO sync enhancement for the Payments,,Done,,Sync,,,,Pranab Dutta,"Apr 17, 2026"
"Purchase Order ",PO Data Groups,"Similar to SR/Offer Data groups, we need to tweak the data group and region structure for PO. The region for PO should not be automatically inherited from the account, instead it should be based on the logic below.



1. PO should inherit the region based on the region of SR. 
2. (UI) Show the region field in PO creation and allow user to change if needed. If PO is created from SR, pre-populate region of the SR if not pre-populate region of user. 
3. Use the region selection as per the prirority below
  1. Region sent by UI
  2. Region of SR
  3. Region of created by user
  4. Region of account
4. Use the region above for creation of PO and also ensure the default data groups for that region are added.



There was an issue that was reported by user. Please validate. 

1. The account for this PO is in US region by PO is DE. DE26PO-525242.01. Please check with Sandeep.

",P0,Done,"Arvind Dhakar,Aditya Jain","BE,UI",Purchasing,"Apr 14, 2026",,Sai Nagboth,"Apr 13, 2026"
Sourcing Request,Create SR option on RFQ list view > Line actions,RFQ > RFQ Line >List view > create a sourcing request from the line actions,P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,"Market condition ","Market condition from RFQ into SR (P0) and then have instructions associated ",P1,Done,Arvind Dhakar,UI,Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,SR creation (Feedback from Om - Germany demos),"Sourcing Request Creation

* Unable to enter or search the buying team. I can scroll down and select, though.✅
* Some information of this RFQ like CPN, Market Condition, Min Quantity, Max Quantity, Lead time, Dual Use, RoHS, HTS USA were not getting carried over from RFQ to SR. See screen shots here✅",P0,Done,"Arvind Dhakar,Aditya Jain",UI,,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,Sales Oder - Feedback Items,"1. Allow creation of Sales Order directly from Quote (3-dot menu). ✅ UI
2. Rename Delivery Date → Promised Delivery Date. ✅ UI
3. Carry forward billing contacts (including email-only). ✅ UI
4. Carry forward phone number into General section. ✅ UI
5. Make Customer PO Date mandatory (default = order creation date). ✅ UI
6. Carry Supplier Number from xCRM → Account → SO. ✅ UI
7. Default Part Condition = New. ✅ UI
8. Shipment preferences: ✅ BE
  * Partial Accepted
  * Shipping Majority Required
  * Only Ship Full Quantity Required
9. Add part category from SiliconExpert into SO.✅ BE",P0,Done,"Shivananda Sai,Tejaswini Allagadda","UI,BE",Sales,"Mar 26, 2026",,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,SR list view,SR list view > Remove Request for Purchasing from line actions,P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 12, 2026",,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,SR + PO Line + Receiving Line +Offer,"Reorganise the fields of Part Details:

The fields and re-organised and the create a separate accordion for Opportunity (wherever we have this)

Design: Link",P1,Done,Arvind Dhakar,,Purchasing,,,Dipak Majhi,"Mar 12, 2026"
Sourcing Request,,"Create SR > Remove the Buyers field from selection ",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,SR sort on list view should be date last updated | Introduce date updated column,P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,"Introduce region on SR list view ",P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,"Sub status on SR list view and filter ",P0,Done,"Arvind Dhakar,Aditya Jain","BE,UI",Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,Have assign to action available for individual SR on the SR list view,P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,"Rename the offers received status to offer received and take the icon away 



Update keep the icon Arvind Dhakar until we find the right icon for the same ",P0,Done,Arvind Dhakar,,Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,Remove Cancel order line on SR page fab actions (Not relevant here),P0,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 12, 2026"
Sourcing Request,,Add Instructions to info pane,P1,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,,Add Buyer info to info pane (We will only add buyers but not the teams),P1,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,SR list,"the time component is missing from date fields (only date shown, no time). Other views have it. Needs to be added consistently.",P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
Sourcing Request,"SR - Request for purchasing ","Buyer list to be cleared on Request for purchasing. Only the newest buying team selection should be visible. ",P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
Sourcing Request,"SR - RFQ view ","Remove all other options except for create quote from line actions on RFQ > Offers tab, OrderLine > Offers tab",P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Mar 20, 2026"
